Müsteri ID;Ya?;Cinsiyet;Medeni Durum;Istihdam Durumu;Meslek;Gelir;Mevcut Borclar;Kredi Skoru;Odeme Gecmisi;Kredi Turleri;Basvuru Miktari;Onay Durumu;Aylik Harcamalar;Is Yerinde Kalma Süresi;Yasad??? Bolge;Ev Sahipligi;Sigorta Durumu;Aile Uyeleri ve Bagimlilar;Finansal Danismanlik Hizmeti Kullanimi;Kredi Talep Tipi
MUST-297651;50;erkek;evli;Yar? Zamanli;Klinik Psikolog;70.000 TL;?20.000 - ?100.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Egitim Kredisi;Orta;reddedildi;?2.000 - ?7.000;0-1 Y?l;Gaziantep;kira;Sigortali;2;Kullaniyor;Yeniden Yapilandirma
MUST-163846;42;kadin;evli;Tam Zamanli;icerik ureticisi;50.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);1-30 Gun Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;1-3 Y?l;Bursa;kira;Sigortali;3;Kullaniyor;Yeniden Yapilandirma
MUST-714417;35;kadin;evli;Tam Zamanli;Elektrik Muhendisi;50.000 TL;?10.000 - ?150.000;501-650 (orta);61-90 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;10 Y?l ve Üzeri;Sanl?urfa;kira;Sigortasiz;5;Kullaniyor;Yeniden Yapilandirma
MUST-285925;40;erkek;bekar;Tam Zamanli;Elektrik Muhendisi;70.000 TL;?50.000 - ?300.000;501-650 (orta);61-90 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;0-1 Y?l;Adana;kira;Sigortali;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-668030;37;erkek;evli;Tam Zamanli;Proje Yoneticisi;50.000 TL;?10.000 - ?50.000;501-650 (orta);61-90 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;0-1 Y?l;Bursa;ev sahibi;Sigortali;5;Kullaniyor Degil;Yeniden Yapilandirma
MUST-367808;38;kadin;evli;Yar? Zamanli;ic Mimar;90.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);Hic Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;0-1 Y?l;Samsun;kira;Sigortasiz;1;Kullaniyor Degil;Ek Kredi Talebi
MUST-930843;35;kadin;evli;Tam Zamanli;Web Gelistirici;50.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;5-10 Y?l;Trabzon;ev sahibi;Sigortali;1;Kullaniyor;Ek Kredi Talebi
MUST-414357;41;kadin;bekar;Tam Zamanli;Arastirma Gorevlisi;70.000 TL;?20.000 - ?100.000;751-850 (Mukemmel);Hic Gecikme;Egitim Kredisi;Orta;onaylandi;?2.000 - ?7.000;10 Y?l ve Üzeri;Adana;ev sahibi;Sigortasiz;0;Kullaniyor;Ek Kredi Talebi
MUST-783038;45;erkek;evli;Tam Zamanli;Dijital Pazarlama Uzmani;70.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);1-30 Gun Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;3-5 Y?l;Kayseri;kira;Sigortasiz;4;Kullaniyor Degil;?lk Basvuru
MUST-504244;36;kadin;bekar;Tam Zamanli;icerik ureticisi;50.000 TL;?300.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;1-3 Y?l;Bursa;ev sahibi;Sigortali;0;Kullaniyor;?lk Basvuru
MUST-428852;42;kadin;bekar;Yar? Zamanli;Egitmen/Koc (Kisisel Gelisim Kocu);50.000 TL;?50.000 - ?300.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;1-3 Y?l;Samsun;ev sahibi;Sigortasiz;0;Kullaniyor;?lk Basvuru
MUST-335725;45;kadin;evli;Tam Zamanli;Pazarlama Uzman?;80.000 TL;?10.000 - ?50.000;300-500 (dusuk);91-120 Gun Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;5-10 Y?l;Sanl?urfa;ev sahibi;Sigortali;1;Kullaniyor Degil;Yeniden Yapilandirma
MUST-819813;47;erkek;bekar;Yar? Zamanli;Arastirma Gorevlisi;70.000 TL;?300.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;3-5 Y?l;Trabzon;kira;Sigortasiz;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-229815;47;erkek;bekar;Yar? Zamanli;Grafik Tasarimci;80.000 TL;?50.000 - ?300.000;501-650 (orta);31-60 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;5-10 Y?l;Mersin;kira;Sigortali;0;Kullaniyor;Yeniden Yapilandirma
MUST-308097;41;erkek;evli;Tam Zamanli;Pazarlama Uzman?;50.000 TL;?10.000 - ?150.000;300-500 (dusuk);91-120 Gun Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;0-1 Y?l;Bursa;ev sahibi;Sigortasiz;2;Kullaniyor;?lk Basvuru
MUST-226093;45;kadin;evli;Tam Zamanli;Finansal Danisman;60.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);Hic Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;1-3 Y?l;Konya;kira;Sigortasiz;3;Kullaniyor;?lk Basvuru
MUST-197439;46;erkek;evli;Tam Zamanli;Pazarlama Muduru;60.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);Hic Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;0-1 Y?l;Trabzon;ev sahibi;Sigortali;2;Kullaniyor;?lk Basvuru
MUST-789610;39;kadin;evli;Tam Zamanli;Elektrik Muhendisi;60.000 TL;?300.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Konut Kredisi;Yuksek;inceleniyor;?15.000 - ?30.000+;10 Y?l ve Üzeri;Istanbul;ev sahibi;Sigortali;1;Kullaniyor Degil;?lk Basvuru
MUST-352790;38;erkek;evli;Yar? Zamanli;Kendi isini Yapan (Girisimci);70.000 TL;?20.000 - ?100.000;751-850 (Mukemmel);Hic Gecikme;Egitim Kredisi;Orta;onaylandi;?2.000 - ?7.000;10 Y?l ve Üzeri;Ankara;ev sahibi;Sigortasiz;4;Kullaniyor Degil;Ek Kredi Talebi
MUST-688380;40;kadin;evli;Yar? Zamanli;Finansal Danisman;80.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);1-30 Gun Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;10 Y?l ve Üzeri;Gaziantep;ev sahibi;Sigortali;1;Kullaniyor;?lk Basvuru
MUST-228825;43;erkek;bekar;Tam Zamanli;Yazilim Mühendisi;60.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);1-30 Gun Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;0-1 Y?l;Gaziantep;ev sahibi;Sigortasiz;0;Kullaniyor;Yeniden Yapilandirma
MUST-200521;47;erkek;bekar;Tam Zamanli;Egitmen/Koc (Kisisel Gelisim Kocu);80.000 TL;?100.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;1-3 Y?l;Samsun;kira;Sigortali;0;Kullaniyor Degil;?lk Basvuru
MUST-699723;37;kadin;bekar;Yar? Zamanli;Arastirma Gorevlisi;50.000 TL;?10.000 - ?50.000;300-500 (dusuk);91-120 Gun Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;5-10 Y?l;Mersin;kira;Sigortali;0;Kullaniyor;Yeniden Yapilandirma
MUST-589271;45;kadin;bekar;Yar? Zamanli;Hekim (Doktor);80.000 TL;?100.000 - ?1.000.000+;300-500 (dusuk);91-120 Gun Gecikme;Ticari Kredi;Yuksek;reddedildi;?10.000 - ?25.000+;5-10 Y?l;Gaziantep;ev sahibi;Sigortasiz;0;Kullaniyor;Ek Kredi Talebi
MUST-558361;39;kadin;evli;Yar? Zamanli;Makine Mühendisi;80.000 TL;?10.000 - ?150.000;501-650 (orta);31-60 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;3-5 Y?l;Antalya;kira;Sigortali;1;Kullaniyor Degil;Yeniden Yapilandirma
MUST-227608;50;kadin;bekar;Tam Zamanli;Yazilim Mühendisi;80.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);Hic Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;5-10 Y?l;Trabzon;kira;Sigortasiz;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-849538;42;erkek;evli;Tam Zamanli;Grafik Tasarimci;50.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);Hic Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;0-1 Y?l;Adana;kira;Sigortali;4;Kullaniyor;?lk Basvuru
MUST-712736;49;erkek;bekar;Yar? Zamanli;Egitmen/Koc (Kisisel Gelisim Kocu);80.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);Hic Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;0-1 Y?l;Eskisehir;kira;Sigortali;0;Kullaniyor;Yeniden Yapilandirma
MUST-403183;46;kadin;evli;Tam Zamanli;Elektrik Muhendisi;90.000 TL;?10.000 - ?50.000;501-650 (orta);61-90 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;5-10 Y?l;Kayseri;kira;Sigortasiz;1;Kullaniyor;?lk Basvuru
MUST-901095;42;erkek;evli;Tam Zamanli;Pazarlama Muduru;70.000 TL;?20.000 - ?100.000;751-850 (Mukemmel);1-30 Gun Gecikme;Egitim Kredisi;Orta;onaylandi;?2.000 - ?7.000;5-10 Y?l;Izmir;ev sahibi;Sigortali;1;Kullaniyor Degil;Ek Kredi Talebi
MUST-835282;35;kadin;evli;Yar? Zamanli;Makine Mühendisi;60.000 TL;?50.000 - ?300.000;300-500 (dusuk);91-120 Gun Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;10 Y?l ve Üzeri;Eskisehir;ev sahibi;Sigortali;1;Kullaniyor;Ek Kredi Talebi
MUST-716603;38;erkek;evli;Yar? Zamanli;?s Zekasi (Business Intelligence) Analisti;60.000 TL;?10.000 - ?150.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;0-1 Y?l;Antalya;kira;Sigortali;1;Kullaniyor;Yeniden Yapilandirma
MUST-361352;35;erkek;evli;Tam Zamanli;icerik ureticisi;50.000 TL;?20.000 - ?100.000;751-850 (Mukemmel);Hic Gecikme;Egitim Kredisi;Orta;onaylandi;?2.000 - ?7.000;10 Y?l ve Üzeri;Eskisehir;ev sahibi;Sigortali;2;Kullaniyor;Yeniden Yapilandirma
MUST-771273;36;erkek;evli;Tam Zamanli;Kendi isini Yapan (Girisimci);90.000 TL;?50.000 - ?300.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;0-1 Y?l;Kayseri;ev sahibi;Sigortali;1;Kullaniyor Degil;Yeniden Yapilandirma
MUST-286956;37;erkek;evli;Tam Zamanli;Sosyal Medya Yöneticisi;50.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);Hic Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;10 Y?l ve Üzeri;Istanbul;kira;Sigortasiz;5;Kullaniyor;Ek Kredi Talebi
MUST-818211;40;kadin;bekar;Yar? Zamanli;Saglik Yonetimi Uzmani;70.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);1-30 Gun Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;10 Y?l ve Üzeri;Istanbul;kira;Sigortasiz;0;Kullaniyor;Yeniden Yapilandirma
MUST-518102;43;erkek;bekar;Yar? Zamanli;Arastirma Gorevlisi;60.000 TL;?10.000 - ?50.000;501-650 (orta);61-90 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;1-3 Y?l;Bursa;ev sahibi;Sigortasiz;0;Kullaniyor;Yeniden Yapilandirma
MUST-629260;35;erkek;evli;Yar? Zamanli;Pazarlama Muduru;60.000 TL;?20.000 - ?100.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Egitim Kredisi;Orta;reddedildi;?2.000 - ?7.000;3-5 Y?l;Manisa;ev sahibi;Sigortasiz;2;Kullaniyor;Yeniden Yapilandirma
MUST-833266;38;erkek;bekar;Tam Zamanli;Elektrik Muhendisi;70.000 TL;?20.000 - ?100.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Egitim Kredisi;Orta;reddedildi;?2.000 - ?7.000;1-3 Y?l;Gaziantep;kira;Sigortasiz;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-491000;40;erkek;evli;Yar? Zamanli;Finansal Analist;60.000 TL;?50.000 - ?300.000;751-850 (Mukemmel);Hic Gecikme;Tasit Kredisi;Orta;onaylandi;?5.000 - ?15.000;10 Y?l ve Üzeri;Adana;kira;Sigortasiz;3;Kullaniyor;?lk Basvuru
MUST-727030;50;kadin;evli;Tam Zamanli;Saglik Yonetimi Uzmani;70.000 TL;?10.000 - ?50.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;1-3 Y?l;Antalya;ev sahibi;Sigortasiz;4;Kullaniyor Degil;Yeniden Yapilandirma
MUST-600196;47;kadin;evli;Tam Zamanli;Klinik Psikolog;60.000 TL;?100.000 - ?1.000.000+;501-650 (orta);61-90 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;5-10 Y?l;Manisa;ev sahibi;Sigortali;4;Kullaniyor Degil;Ek Kredi Talebi
MUST-322638;39;erkek;evli;Yar? Zamanli;?s Zekasi (Business Intelligence) Analisti;70.000 TL;?20.000 - ?100.000;501-650 (orta);61-90 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;1-3 Y?l;Kayseri;ev sahibi;Sigortasiz;2;Kullaniyor;Ek Kredi Talebi
MUST-763498;38;erkek;evli;Tam Zamanli;Mudur (Yonetici);80.000 TL;?20.000 - ?100.000;501-650 (orta);61-90 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;3-5 Y?l;Antalya;ev sahibi;Sigortasiz;3;Kullaniyor;Ek Kredi Talebi
MUST-474135;47;erkek;bekar;Tam Zamanli;Saglik Yonetimi Uzmani;50.000 TL;?10.000 - ?150.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;1-3 Y?l;Konya;kira;Sigortasiz;0;Kullaniyor;?lk Basvuru
MUST-720275;41;erkek;evli;Tam Zamanli;Elektrik Muhendisi;70.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);91-120 Gun Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;5-10 Y?l;Kayseri;kira;Sigortali;1;Kullaniyor;Ek Kredi Talebi
MUST-295240;44;erkek;bekar;Yar? Zamanli;Sosyal Medya Yöneticisi;60.000 TL;?100.000 - ?1.000.000+;501-650 (orta);31-60 Gun Gecikme;Ticari Kredi;Yuksek;inceleniyor;?10.000 - ?25.000+;1-3 Y?l;Antalya;ev sahibi;Sigortali;0;Kullaniyor;Yeniden Yapilandirma
MUST-319186;37;erkek;bekar;Tam Zamanli;Finansal Danisman;60.000 TL;?50.000 - ?300.000;501-650 (orta);31-60 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;1-3 Y?l;Kayseri;kira;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-310493;41;kadin;bekar;Tam Zamanli;Egitmen/Koc (Kisisel Gelisim Kocu);50.000 TL;?20.000 - ?100.000;300-500 (dusuk);91-120 Gun Gecikme;Egitim Kredisi;Orta;reddedildi;?2.000 - ?7.000;1-3 Y?l;Samsun;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-510375;44;erkek;evli;Yar? Zamanli;Proje Yoneticisi;70.000 TL;?100.000 - ?1.000.000+;751-850 (Mukemmel);Hic Gecikme;Ticari Kredi;Yuksek;onaylandi;?10.000 - ?25.000+;10 Y?l ve Üzeri;Kayseri;kira;Sigortasiz;1;Kullaniyor;?lk Basvuru
MUST-564456;44;erkek;evli;Tam Zamanli;Web Gelistirici;70.000 TL;?20.000 - ?100.000;501-650 (orta);31-60 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;3-5 Y?l;Istanbul;kira;Sigortasiz;2;Kullaniyor;Yeniden Yapilandirma
MUST-835564;44;kadin;bekar;Tam Zamanli;Mudur (Yonetici);90.000 TL;?10.000 - ?150.000;300-500 (dusuk);91-120 Gun Gecikme;ihtiyac Kredisi;Dusuk;reddedildi;?1.000 - ?5.000;3-5 Y?l;Konya;kira;Sigortali;0;Kullaniyor Degil;?lk Basvuru
MUST-646442;48;erkek;evli;Yar? Zamanli;Grafik Tasarimci;90.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);Hic Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;0-1 Y?l;Ankara;ev sahibi;Sigortasiz;5;Kullaniyor;Ek Kredi Talebi
MUST-919496;41;erkek;bekar;Yar? Zamanli;urun Yoneticisi;50.000 TL;?20.000 - ?100.000;501-650 (orta);61-90 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;1-3 Y?l;Konya;kira;Sigortasiz;0;Kullaniyor;Yeniden Yapilandirma
MUST-938012;47;erkek;bekar;Tam Zamanli;Makine Mühendisi;90.000 TL;?10.000 - ?50.000;300-500 (dusuk);91-120 Gun Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;0-1 Y?l;Kayseri;kira;Sigortasiz;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-556124;44;kadin;evli;Tam Zamanli;Arastirma Gorevlisi;50.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;0-1 Y?l;Gaziantep;ev sahibi;Sigortasiz;5;Kullaniyor;?lk Basvuru
MUST-159835;48;erkek;evli;Yar? Zamanli;Arastirma Gorevlisi;60.000 TL;?10.000 - ?50.000;501-650 (orta);31-60 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;1-3 Y?l;Mersin;ev sahibi;Sigortali;3;Kullaniyor Degil;Ek Kredi Talebi
MUST-523722;35;kadin;evli;Yar? Zamanli;Dijital Pazarlama Uzmani;80.000 TL;?50.000 - ?300.000;300-500 (dusuk);91-120 Gun Gecikme;Tasit Kredisi;Orta;reddedildi;?5.000 - ?15.000;3-5 Y?l;Mersin;kira;Sigortali;1;Kullaniyor;Yeniden Yapilandirma
MUST-139456;44;kadin;bekar;Yar? Zamanli;Yazilim Geli?tirici;50.000 TL;?10.000 - ?50.000;501-650 (orta);31-60 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;3-5 Y?l;Adana;kira;Sigortasiz;0;Kullaniyor Degil;?lk Basvuru
MUST-701317;40;kadin;bekar;Yar? Zamanli;Saglik Yonetimi Uzmani;80.000 TL;?50.000 - ?300.000;501-650 (orta);61-90 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;10 Y?l ve Üzeri;Antalya;kira;Sigortasiz;0;Kullaniyor;?lk Basvuru
MUST-566468;42;erkek;evli;Tam Zamanli;Finansal Danisman;80.000 TL;?100.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Ticari Kredi;Yuksek;reddedildi;?10.000 - ?25.000+;1-3 Y?l;Konya;kira;Sigortali;4;Kullaniyor Degil;Yeniden Yapilandirma
MUST-464657;37;erkek;bekar;Tam Zamanli;Pazarlama Uzman?;80.000 TL;?10.000 - ?150.000;751-850 (Mukemmel);1-30 Gun Gecikme;ihtiyac Kredisi;Dusuk;onaylandi;?1.000 - ?5.000;3-5 Y?l;Kayseri;ev sahibi;Sigortali;0;Kullaniyor Degil;Yeniden Yapilandirma
MUST-480551;40;erkek;evli;Yar? Zamanli;Pazarlama Muduru;50.000 TL;?20.000 - ?100.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Egitim Kredisi;Orta;reddedildi;?2.000 - ?7.000;5-10 Y?l;Izmir;ev sahibi;Sigortali;2;Kullaniyor;?lk Basvuru
MUST-991014;39;kadin;evli;Tam Zamanli;Mudur (Yonetici);80.000 TL;?100.000 - ?1.000.000+;300-500 (dusuk);91-120 Gun Gecikme;Ticari Kredi;Yuksek;reddedildi;?10.000 - ?25.000+;10 Y?l ve Üzeri;Mersin;kira;Sigortasiz;3;Kullaniyor Degil;Yeniden Yapilandirma
MUST-781145;45;kadin;bekar;Tam Zamanli;E-ticaret Yoneticisi;50.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;1-3 Y?l;Adana;kira;Sigortasiz;0;Kullaniyor;?lk Basvuru
MUST-351928;47;erkek;evli;Yar? Zamanli;Hekim (Doktor);90.000 TL;?100.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Ticari Kredi;Yuksek;onaylandi;?10.000 - ?25.000+;0-1 Y?l;Sanl?urfa;ev sahibi;Sigortasiz;4;Kullaniyor Degil;Ek Kredi Talebi
MUST-667581;41;kadin;evli;Tam Zamanli;Proje Yoneticisi;60.000 TL;?20.000 - ?100.000;501-650 (orta);31-60 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;1-3 Y?l;Adana;kira;Sigortasiz;3;Kullaniyor;?lk Basvuru
MUST-944507;40;kadin;evli;Yar? Zamanli;Siber Guvenlik Uzman?;60.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);Hic Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;5-10 Y?l;Izmir;ev sahibi;Sigortasiz;5;Kullaniyor;Ek Kredi Talebi
MUST-346087;43;kadin;bekar;Yar? Zamanli;Hekim (Doktor);50.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;5-10 Y?l;Bursa;kira;Sigortasiz;0;Kullaniyor;Ek Kredi Talebi
MUST-204322;47;kadin;evli;Yar? Zamanli;Yazilim Geli?tirici;70.000 TL;?20.000 - ?100.000;501-650 (orta);61-90 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;10 Y?l ve Üzeri;Izmir;kira;Sigortali;4;Kullaniyor;Ek Kredi Talebi
MUST-829383;39;erkek;bekar;Tam Zamanli;Dijital Pazarlama Uzmani;70.000 TL;?10.000 - ?50.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Kredi Karti;Orta;reddedildi;?500 - ?3.000;10 Y?l ve Üzeri;Antalya;ev sahibi;Sigortasiz;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-842466;50;kadin;evli;Tam Zamanli;Makine Mühendisi;50.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;0-1 Y?l;Kayseri;kira;Sigortasiz;4;Kullaniyor;?lk Basvuru
MUST-873974;41;kadin;bekar;Yar? Zamanli;Pazarlama Uzman?;80.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);Hic Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;0-1 Y?l;Mersin;ev sahibi;Sigortali;0;Kullaniyor;?lk Basvuru
MUST-919444;45;erkek;evli;Tam Zamanli;Hekim (Doktor);80.000 TL;?20.000 - ?100.000;501-650 (orta);31-60 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;3-5 Y?l;Samsun;kira;Sigortasiz;3;Kullaniyor Degil;Yeniden Yapilandirma
MUST-550696;43;erkek;evli;Tam Zamanli;?s Zekasi (Business Intelligence) Analisti;90.000 TL;?10.000 - ?50.000;751-850 (Mukemmel);1-30 Gun Gecikme;Kredi Karti;Orta;onaylandi;?500 - ?3.000;0-1 Y?l;Izmir;kira;Sigortali;4;Kullaniyor;Ek Kredi Talebi
MUST-266050;41;erkek;evli;Tam Zamanli;Elektrik Muhendisi;80.000 TL;?300.000 - ?1.000.000+;751-850 (Mukemmel);1-30 Gun Gecikme;Konut Kredisi;Yuksek;onaylandi;?15.000 - ?30.000+;3-5 Y?l;Ankara;ev sahibi;Sigortali;5;Kullaniyor Degil;Yeniden Yapilandirma
MUST-288517;44;erkek;evli;Yar? Zamanli;icerik ureticisi;60.000 TL;?10.000 - ?150.000;501-650 (orta);31-60 Gun Gecikme;ihtiyac Kredisi;Dusuk;inceleniyor;?1.000 - ?5.000;3-5 Y?l;Istanbul;ev sahibi;Sigortasiz;1;Kullaniyor Degil;Ek Kredi Talebi
MUST-539238;39;erkek;evli;Yar? Zamanli;Urun yoneticisi;80.000 TL;?50.000 - ?300.000;501-650 (orta);61-90 Gun Gecikme;Tasit Kredisi;Orta;inceleniyor;?5.000 - ?15.000;1-3 Y?l;Sanl?urfa;ev sahibi;Sigortasiz;5;Kullaniyor;?lk Basvuru
MUST-338204;47;kadin;bekar;Yar? Zamanli;Web Gelistirici;90.000 TL;?20.000 - ?100.000;300-500 (dusuk);120 Gun ve uzeri Gecikme;Egitim Kredisi;Orta;reddedildi;?2.000 - ?7.000;5-10 Y?l;Samsun;ev sahibi;Sigortali;0;Kullaniyor;Yeniden Yapilandirma
MUST-975309;38;erkek;bekar;Tam Zamanli;Egitmen/Koc (Kisisel Gelisim Kocu);70.000 TL;?10.000 - ?50.000;501-650 (orta);61-90 Gun Gecikme;Kredi Karti;Orta;inceleniyor;?500 - ?3.000;1-3 Y?l;Bursa;ev sahibi;Sigortasiz;0;Kullaniyor;Yeniden Yapilandirma
MUST-205367;37;erkek;bekar;Yar? Zamanli;Saglik Yonetimi Uzmani;70.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;10 Y?l ve Üzeri;Ankara;kira;Sigortasiz;0;Kullaniyor Degil;Ek Kredi Talebi
MUST-230533;35;erkek;bekar;Tam Zamanli;Sosyal Medya Yöneticisi;80.000 TL;?300.000 - ?1.000.000+;300-500 (dusuk);120 Gun ve uzeri Gecikme;Konut Kredisi;Yuksek;reddedildi;?15.000 - ?30.000+;1-3 Y?l;Kayseri;ev sahibi;Sigortali;0;Kullaniyor;?lk Basvuru
MUST-279179;37;kadin;bekar;Yar? Zamanli;Pazarlama Uzman?;50.000 TL;?20.000 - ?100.000;501-650 (orta);31-60 Gun Gecikme;Egitim Kredisi;Orta;inceleniyor;?2.000 - ?7.000;0-1 Y?l;Gaziantep;kira;Sigortali;0;Kullaniyor Degil;Ek Kredi Talebi
